"","x"
"CG30035-PA",0.304709820087798
"CG30035-PB",0.594165182018221
"CG12171",0.337910912429663
"CG42382",0.505179923006036
"CG7196-PB",0.63570673919646
"CG42275",1.04547260587378e-08
"CG7808",1.07401007176332e-08
"CG33880",1.04120997631255e-08
"CG7752",0.101387830408641
"CG34354",1.3559887129344e-08
"CG15589",0.491343215895558
"CG2453",0.124671761026592
"CG33522-PD",1.1688584519482e-08
"CG33522-PA",0.139641093453988
"CG14850",0.261420799277444
"CG33864",1.79802847991805e-08
"CG11051",1.49987186434547e-08
"CG2962",0.773045658889241
"CG40300",1.01943795191918e-08
"CG1979",0.255856665613458
"CG31358",1.0507578258619e-08
"CG11652",0.305705744279263
"CG16705",0.707282727939594
"CG15368",0.85401997667347
"CG34227",0.55538503733434
"CG6455",0.409274975776988
"CG2246-PD",0.286060417788911
"CG2246-PF",0.286060417788911
"CG2246-PE",1.37640367484393e-08
"CG2246-PA",0.21979172181614
"CG2246-PC",1.37640367484393e-08
"CG2246-PB",0.30684970902464
"CG2246-PH",0.21979172181614
"CG2246-PI",1.37640367484393e-08
"CG2246-PJ",0.286060417788911
"CG2246-PK",0.286060417788911
"CG2246-PL",0.286060417788911
"CG2246-PM",0.286060417788911
"CG2246-PG",0.30684970902464
"CG2246-PN",0.30684970902464
"CG2246-PO",0.30684970902464
"CG2246-PP",0.286060417788911
"CG1673",0.314594339699581
"CG15473",0.659036915068419
"CG17524",0.740362126509675
"CG2926",0.139981633360213
"CG18265",0.418789806105662
"CG18397",0.631528795931828
"CG13919",0.237745523854806
"CG33833",0.104787736160259
"CG11281",1.21771517323529e-08
"CG2767",0.541943628192126
"CG33806",0.104787736160259
"CG3780",1.00299220092186e-08
"CG7028",1.10446846807369e-08
"CG6708",0.678401435216517
"CG31299-PD",0.346839258955688
"CG31299-PC",0.34585781449598
"CG31299-PE",0.352412047374785
"CG31299-PF",0.34739956251208
"CG31299-PG",0.34739956251208
"CG31299-PH",0.34739956251208
"CG10739",0.354463827328795
"CG4620",0.401935841287581
"CG7294",1.02651407072343e-08
"CG10960",0.34255121030505
"CG34191",0.200879382493229
"CG8983",0.524161872687619
"CG6531",0.164977474716834
"CG4991",0.416766662378384
"CG13784",0.296746434969599
"CG33777",0.120766002314998
"CG13601",0.271157091939018
"CG15548",1.00239412193676e-08
"CG8929",0.137094004373561
"CG13935",0.740181181374581
"CG8222",0.320468304838473
"CG18806",0.408731162760537
"CG3647",0.112464787019406
"CG16778",1.06371722834045e-08
"CG8668",0.305436339126628
"CG32211-PA",0.209169300084476
"CG32211-PB",1.28464388890781e-08
"CG2105",0.259818980997423
"CG9338",0.708336705053059
"CG11241-PA",0.312906910069124
"CG11241-PB",0.458359267662511
"CG32068",0.456038009023543
"CG9201",0.197795072724014
"CG31715",1.03071786612013e-08
"CG1810",1.0404319232008e-08
"CG13163",0.0726180101435376
"CG6812",0.570758219722778
"CG16873",0.543807282700152
"CG3918",1.60472581352344e-08
"CG1896",1.29997716282515e-08
"CG1637-PB",0.469525898152228
"CG1637-PA",0.849179045158891
"CG12070",1.10657869518917e-08
"CG4422",0.186058901504729
"CG6811-PA",0.403740167284644
"CG6811-PC",0.338345685894567
"CG6811-PD",0.403740167284644
"CG6811-PE",0.403740167284644
"CG14567",0.809791559484851
"CG11077",0.272366101069822
"CG4374",1.22506534012187e-08
"CG14396",0.379397591855719
"CG3496",0.0910192850320243
"CG9007",0.272943087606171
"CG17224",0.485451319541464
"CG33826",1.54983173688863e-08
"CG4897",1.04257653372538e-08
"CG4412",0.113243371358744
"CG8417",0.455213318965687
"CG4738",0.459204590395161
"CG11546",0.704748416163685
"CG1344",0.505713854515319
"CG2889",0.292011475119981
"CG11000",1.00200933488697e-08
"CG3040",0.257377531358426
"CG8290-PB",0.325095834296733
"CG8290-PA",0.374947205639763
"CG8290-PC",0.325095834296733
"CG6375",0.150688297152851
"CG14218",1.0617933706168e-08
"CG6898",0.543749564017403
"CG1818",0.310043019234894
"CG15351",0.574314580263062
"CG32038",0.102417419939778
"CG6976",0.492606704242519
"CG6755",0.233736601616834
"CG7978",0.35537016988609
"CG15224-PB",0.0723553435540913
"CG15224-PE",0.103938487616258
"CG15224-PF",0.0723553435540913
"CG15224-PC",0.0723553435540913
"CG15224-PD",0.0723553435540913
"CG15224-PG",0.0723553435540913
"CG15224-PK",0.0723553435540913
"CG15224-PH",0.0723553435540913
"CG15224-PI",0.0723553435540913
"CG15224-PJ",0.0723553435540913
"CG34242",0.165212978767671
"CG6184",0.343268354941505
"CG9579",0.234621144207454
"CG14125",1.30636107534068e-08
"CG1850",0.444217846258528
"CG1951",1.02973913510999e-08
"CG13737",0.753138505317867
"CG8798",0.201886973776805
"CG32736",0.116331971461256
"CG31039",0.517661133330158
"CG17806",0.408267917101282
"CG10545",0.34669014272906
"CG7940",0.602361737876161
"CG1527",0.281896117006608
"CG9215",1.03539412107828e-08
"CG9028",0.299787339114294
"CG7405",0.514736002147149
"CG11121",1.00561357854717e-08
"CG12050",1.01589098461639e-08
"CG8849",0.567333865060386
"CG14778",0.401253915238277
"CG6500-PA",1.19712750715654e-08
"CG6500-PB",1.00655485381348e-08
"CG6500-PC",1.19712750715654e-08
"CG6500-PD",1.19712750715654e-08
"CG6500-PE",1.00655485381348e-08
"CG16720",0.171759733719242
"CG1785",1.57700223896029e-08
"CG31739",0.271982212190742
"CG8972",0.0944552602430073
"CG1116",1.12776388025187e-08
"CG32635",0.139592193044079
"CG15025",0.546814578176697
"CG6906",0.65739511205281
"CG10691",0.360749297477835
"CG5520",0.13791844676202
"CG1857",1.00221831579013e-08
"CG11331",0.319569054386262
"CG4376",0.221896391659761
"CG33242",0.669988326500293
"CG9132-PA",1.59711560364119e-08
"CG9132-PB",1.44703690647196e-08
"CG9132-PC",1.59711560364119e-08
"CG13247",0.203912464826042
"CG5468",1.74277290170566e-08
"CG3832",0.341259312139566
"CG32803-PC",0.853750297662741
"CG32803-PD",0.880919165618666
"CG32803-PA",0.878340921282844
"CG32803-PB",0.863569934061358
"CG10516",0.0927666994938333
"CG8208-PB",1.00720810642676e-08
"CG8208-PA",0.411300632867222
"CG8208-PC",0.411300632867222
"CG7106",0.832884713981325
"CG10561",0.23969873718854
"CG10789",0.348202011621514
"CG9915",1.0823556388894e-08
"CG1227",0.223290049909202
"CG7463",0.277837999105989
"CG15745-PB",0.581380241782943
"CG15745-PA",0.420372291704555
"CG8862",0.806268878092216
"CG3028",0.240395720698965
"CG11352",0.784782702941253
"CG9023",0.586292200963959
"CG11140",0.475471276188765
"CG8204",0.473647850822788
"CG12521",1.28120648861133e-08
"CG4288",0.58708277006175
"CG1577",0.251866050767439
"CG33909",1.07629770940233e-08
"CG31431",0.261710939658117
"CG5525",0.269719640546878
"CG43902",0.491403229877418
"CG14680",0.47115413990544
"CG1697",0.386826582690116
"CG1966",1.17026890616977e-08
"CG7530",0.510929229777427
"CG32032",0.446442242163048
"CG4027",0.178815425150078
"CG33269",1.16139894330478e-08
"CG9907",0.127781845989773
"CG12086",0.26818969259245
"CG33217",1.07175118036997e-08
"CG1098",1.0896998533913e-08
"CG33543",0.67296522818536
"CG4710-PB",0.411591930102375
"CG4710-PA",0.414385427253698
"CG4710-PC",0.414385427253698
"CG32676",0.134014789000499
"CG5920",1.0826069409483e-08
"CG32598",1.04253475453692e-08
"CG33110",0.461678454874634
"CG12154",1.48450714136625e-08
"CG7601",0.358581435188431
"CG34127",0.194341955498876
"CG8189",1.02487700768899e-08
"CG10243",0.239785246521399
"CG43946-PM",0.258562240591281
"CG43946-PL",0.283552719828933
"CG43946-PJ",0.258562240591281
"CG43946-PC",0.258562240591281
"CG43946-PB",0.258562240591281
"CG43946-PD",0.258562240591281
"CG43946-PE",0.256373802240243
"CG43946-PO",0.256373802240243
"CG43946-PP",0.286994156380361
"CG43946-PQ",0.286994156380361
"CG43946-PR",0.256373802240243
"CG43946-PS",0.312218604971121
"CG43946-PV",0.294823659526775
"CG43946-PW",0.294823659526775
"CG43946-PX",0.294823659526775
"CG12170",0.116048635160577
"CG15442",1.62533627802464e-08
"CG1775",0.096568521445497
"CG3695",0.30414444333563
"CG6378",0.429476060171744
"CG16734",0.248654622297641
"CG32498",1.05437453131054e-08
"CG4894-PB",0.600362525345664
"CG4894-PA",0.600362525345664
"CG4894-PC",0.600362525345664
"CG4894-PD",0.627551916348169
"CG4894-PE",0.600362525345664
"CG4894-PF",0.600362525345664
"CG4894-PG",0.584308733300339
"CG4894-PH",0.600362525345664
"CG4894-PI",0.600362525345664
"CG4894-PJ",0.600362525345664
"CG6805",0.36797227682746
"CG32206",0.338460530558318
"CG11062",1.10803670376888e-08
"CG10311",0.441479511445752
"CG12878",0.116042895793373
"CG7583-PC",0.32262694694946
"CG7583-PD",0.32262694694946
"CG7583-PE",0.25107238372882
"CG7583-PB",0.32262694694946
"CG7583-PA",0.32262694694946
"CG7583-PF",0.32262694694946
"CG7583-PG",0.25107238372882
"CG7583-PH",0.25107238372882
"CG7583-PI",0.32262694694946
"CG7583-PJ",0.32262694694946
"CG8734",0.252067155484585
"CG17520",0.116448419379354
"CG10843",0.615369031375069
"CG17947",1.10568109734237e-08
"CG31062-PA",0.660990433788324
"CG31062-PC",0.660990433788324
"CG31062-PD",0.660990433788324
"CG31062-PB",0.650102784061275
"CG10562",0.719262726570908
"CG8462",0.760344611128594
"CG16972",0.139955414094534
"CG3093",1.00888288748916e-08
"CG12025",0.540707664857103
"CG2981",0.792975856691338
"CG6459",0.688802166648422
"CG14796",0.18697255196407
"CG10137",0.189346018397468
"CG33196",0.632528893701502
"CG33883",1.07629770940233e-08
"CG5657",0.386709650668194
"CG4557",0.459407889505368
"CG42281-PD",0.323784782049105
"CG42281-PB",0.17357278642675
"CG42281-PC",0.143528169281745
"CG42281-PG",0.0888832351050222
"CG42281-PA",1.63317371362709e-08
"CG42281-PE",0.378479511335974
"CG42281-PF",1.63317371362709e-08
"CG42281-PH",0.323784782049105
"CG11504",1.07657017663719e-08
"CG33839",0.104787736160259
"CG7139",0.4903159176162
"CG3466",0.728502111656922
"CG12264",0.45885208536245
"CG12232",0.473894415632012
"CG8815-PC",0.195591517793968
"CG8815-PA",0.23422632382662
"CG8815-PD",0.15617348162638
"CG8815-PB",0.195591517793968
"CG8815-PE",0.195591517793968
"CG8815-PF",0.23422632382662
"CG8815-PG",0.195591517793968
"CG13061",0.21970966885796
"CG30438",0.588248558301544
"CG31783",0.652265591504701
"CG14838",1.04907711767003e-08
"CG31762",0.25265380030506
"CG8993",0.3107021976047
"CG11155-PA",1.4877760186959e-08
"CG11155-PB",1.08293189497715e-08
"CG11155-PD",1.4877760186959e-08
"CG7262",0.122479474312496
"CG33261-PA",1.07550840706795e-08
"CG33261-PD",1.06696661602941e-08
"CG33261-PC",1.06696661602941e-08
"CG33261-PB",1.06696661602941e-08
"CG33261-PE",1.06696661602941e-08
"CG33261-PF",1.07550840706795e-08
"CG33261-PH",1.06696661602941e-08
"CG33261-PI",1.07550840706795e-08
"CG33261-PJ",1.18081920474807e-08
"CG33261-PK",1.18081920474807e-08
"CG10166",0.276166127569799
"CG5955",0.366243627658713
"CG12272",0.218103745175068
"CG10244",0.440054773428948
"CG11495",0.595094824843807
"CG17262",0.244449450179278
"CG9742",0.303632939733925
"CG8226",1.27107105851808e-08
"CG5248",0.538156080174332
"CG17027",0.60094995717947
"CG5196-PA",0.335511223661109
"CG5196-PB",1.24782057884549e-08
"CG42636",0.693559060156692
"CG1275",1.00128506228934e-08
"CG31678",0.518917498439694
"CG14946",0.617936540401877
"CG5721",0.489478972139318
"CG15068",0.539100279044272
"CG5643",0.657781825087418
"CG33887",1.07629770940233e-08
"CG33825",1.79802847991805e-08
"CG5646",0.373623096866273
"CG10574",0.349423229899238
"CG10247",0.434455475164291
"CG10064",1.31105118320872e-08
"CG15084",0.224992175761106
"CG10631",0.259758187112009
"CG10909",0.475824812674239
"CG9723",0.465753500597462
"CG10151-PA",0.138586108910264
"CG10151-PB",0.138586108910264
"CG10151-PC",0.138586108910264
"CG10151-PD",0.225858047264494
"CG8605",0.327491634337149
"CG9727",0.195798854372782
"CG12772",0.362422461149611
"CG7556",0.534906229362431
"CG15098",0.353708065008943
"CG5018",1.02151563651941e-08
"CG3707",1.01227101546507e-08
"CG5413",0.635983356031691
"CG31855",0.14799806346194
"CG10126",0.488857417611682
"CG2790",0.219914544563329
"CG32668",0.136210006042051
"CG1009",0.219637876925356
"CG7793",1.3561579469755e-08
"CG7143",0.174860121436249
"CG12605",0.636742190557574
"CG6759",0.272726012352886
"CG12676",0.159877461624951
"CG9870",0.410467266601123
"CG1865",0.207395563156617
"CG10695",0.385200965567638
"CG7375",0.0958419922551519
"CG10206",0.252923232205446
"CG30484",0.127856388999326
"CG10724",0.332860712710489
"CG7001",0.256247075849456
"CG32402",1.00334678932225e-08
"CG6776",0.556380358749554
"CG13702",1.3082504795736e-08
"CG14040",1.04114533777769e-08
"CG30493",0.426697416593322
"CG8793",0.154320940657622
"CG3363",0.308872184969539
"CG1572",0.364619084993578
"CG18550",0.48925414173284
"CG18525",0.450842514718006
"CG2467",0.241643303233562
"CG5417",1.06259661069732e-08
"CG15697",1.00464987719115e-08
"CG7148",0.308458207873075
"CG32521-PC",1.76174269913844e-08
"CG32521-PA",1.09118974524909e-08
"CG32521-PB",1.09118974524909e-08
"CG32521-PD",1.09118974524909e-08
"CG32521-PE",0.231078979183796
"CG32521-PF",1.76174269913844e-08
"CG32521-PH",1.47605044146702e-08
"CG32521-PI",1.19560814489235e-08
"CG3479-PC",1.74254916946415e-08
"CG3479-PD",1.02622979022332e-08
"CG3479-PE",1.74254916946415e-08
"CG3479-PF",1.02622979022332e-08
"CG1142",0.416670106271096
"CG33101",0.461832489685543
"CG31869",0.382531056201649
"CG1665",0.532819377094041
"CG18787",0.757511216745098
"CG9388",0.0881139353395389
"CG12254",0.271794213510623
"CG7110",0.61039739039852
"CG1902",0.164283315854186
"CG17515",1.15579538533719e-08
"CG17697-PB",1.28347306461335e-08
"CG17697-PA",1.02137398119849e-08
"CG17697-PC",1.02137398119849e-08
"CG9438",0.958727897823481
"CG7879",0.220906035654179
"CG14098",0.264485936320408
"CG3939",0.228340554218832
"CG33876",1.04120997631255e-08
"CG14438",0.140767778993365
"CG32267",0.453815882274397
"CG8631",0.28704094735652
"CG8084",0.474545908349433
"CG12233",0.0789593960786635
"CG5499",0.422662512576917
"CG9451",0.547532261839701
"CG15347",0.79279824090562
"CG10194",0.240771264563696
"CG32464-PO",0.597626331882028
"CG32464-PP",0.719470353871078
"CG32464-PN",0.597626331882028
"CG32464-PM",0.597626331882028
"CG32464-PG",0.597626331882028
"CG32464-PB",0.597626331882028
"CG32464-PJ",0.597626331882028
"CG32464-PC",0.537831512788549
"CG32464-PI",0.481703897041854
"CG32464-PK",0.693814837393917
"CG32464-PF",0.597626331882028
"CG32464-PH",0.556738679805477
"CG32464-PA",0.487474155461388
"CG32464-PQ",0.556738679805477
"CG32464-PR",0.597626331882028
"CG32464-PS",0.597626331882028
"CG32464-PT",0.597626331882028
"CG32464-PU",0.597626331882028
"CG32464-PV",0.747153402123635
"CG32464-PW",0.747153402123635
"CG32464-PX",0.747153402123635
"CG32464-PY",0.597626331882028
"CG32464-PZ",0.424817321926366
"CG32464-PAA",0.615079808551527
"CG13278",0.234188210182551
"CG15696",0.554164164290509
"CG15817",1.10309356715322e-08
"CG2093",0.463086030410835
"CG9935",0.111460295489397
"CG10903",0.15519665409721
"CG9748",1.49610240290516e-08
"CG15168",1.06370285127496e-08
"CG11367",1.34574228239125e-08
"CG30394",0.304194316144202
"CG3621",0.241235442851575
"CG14655",0.244853327193093
"CG3351",1.02262645941546e-08
"CG9063",0.158257816020936
"CG33981",0.106210871418347
"CG33238",0.671434424597519
"CG43398-PA",0.450348863085549
"CG43398-PB",0.450348863085549
"CG43398-PH",0.450348863085549
"CG43398-PI",0.418656155115433
"CG43398-PC",0.348944645340911
"CG43398-PD",0.450348863085549
"CG43398-PJ",0.406567272855179
"CG43398-PK",0.406567272855179
"CG43398-PL",0.406567272855179
"CG43398-PM",0.406567272855179
"CG43398-PN",0.40238479189234
"CG43398-PO",0.406567272855179
"CG43398-PP",0.418656155115433
"CG43398-PQ",0.406567272855179
"CG43398-PR",0.46525733680338
"CG43398-PS",0.406567272855179
"CG43398-PT",0.40238479189234
"CG43398-PU",0.450348863085549
"CG10898",0.26814436070216
"CG9568",1.05168078844707e-08
"CG9601",0.674516357563823
"CG4822",0.250255474823713
"CG11679",0.240158484527954
"CG15035",1.00529722156706e-08
"CG7853",1.01426116770204e-08
"CG6827",0.174706499226069
"CG32067",0.721760535338542
"CG9606",0.334518275891461
"CG30159",0.529604131239245
"CG10578",1.83288464460605e-08
"CG8710",0.771095051820916
"CG3024",0.165169833427345
"CG13306",0.706412142324154
"CG5174",0.689969704639204
"CG1696",0.163860077783492
"CG15800",1.2682633606907e-08
"CG7271",1.09453189657873e-08
"CG8156",0.173313351516485
"CG7065",0.194293595250412
"CG6308",1.00323842862568e-08
"CG6863",0.311376441364203
"CG17245",1.10318742518857e-08
"CG12357",0.340926011726572
"CG9637",1.06337413854938e-08
"CG3560",1.27671481227711e-08
"CG18542",0.673405484061502
"CG5562",0.529337667341827
"CG31249",1.01988351358786e-08
"CG2100",0.153797108142943
"CG7393",1.21172579596355e-08
"CG2918",0.334848992043942
"CG17299",0.785083681845534
"CG10279",0.591366247925112
"CG4428",0.521935763302478
"CG34140",0.27957506163452
"CG7358",1.46026626697644e-08
"CG1124",1.16320139749806e-08
"CG42574-PB",0.177471593301178
"CG42574-PC",0.168986908768871
"CG42574-PE",0.197139930761163
"CG42574-PF",0.177471593301178
"CG42574-PH",0.168986908768871
"CG42574-PA",0.177471593301178
"CG42574-PI",0.168986908768871
"CG42574-PJ",0.197139930761163
"CG1004",0.699957211262676
"CG7345",0.723079227167619
"CG1591",0.132751766214951
"CG9628",0.488300418122453
"CG1495",0.314993097759157
"CG2711",1.0129143968947e-08
"CG12267",0.358048168661162
"CG5065",0.467442401466415
"CG13766",0.386405628067496
"CG10031",0.59829289975959
"CG40129",1.07317484039794e-08
"CG17715",1.0211483939275e-08
"CG6593",0.395911066492593
"CG2380",1.04465916263439e-08
"CG14073",1.08207612062728e-08
"CG17612",0.382977152297485
"CG11711-PC",0.555064705917194
"CG11711-PD",0.468600557789155
"CG11711-PA",0.645620769773067
"CG11711-PB",0.599508659834308
"CG11711-PE",0.599508659834308
"CG5784",0.239751995719208
"CG1662",0.666715545441244
"CG5893",0.103139195132222
"CG32176",1.30355437819233e-08
"CG15765",0.44352295928246
"CG2221",0.0736205650208818
"CG10990",0.268830635127938
"CG2212-PA",0.145888209447665
"CG2212-PB",0.581751708948488
"CG2212-PC",0.544375116740523
"CG42231",1.00217588008236e-08
"CG7855",0.545302611177474
"CG4917",0.191986035074501
"CG43744-PM",1.30756403983798e-08
"CG43744-PA",1.39935045399997e-08
"CG43744-PD",1.19537317433328e-08
"CG43744-PI",1.1475835637333e-08
"CG43744-PF",1.09208702166601e-08
"CG43744-PB",0.118576806528273
"CG43744-PK",1.09208702166601e-08
"CG43744-PC",1.07858014487095e-08
"CG43744-PL",1.65635272813293e-08
"CG43744-PH",0.0994310327882065
"CG43744-PE",1.0308833799058e-08
"CG43744-PG",1.0216075037926e-08
"CG43744-PN",1.42348944740852e-08
"CG43744-PO",1.42348944740852e-08
"CG10777",1.01344633998224e-08
"CG2182",0.132352131345944
"CG30084-PG",0.397515379602555
"CG30084-PE",0.356202636662926
"CG30084-PF",0.397152592900281
"CG30084-PC",0.428654196668902
"CG30084-PI",0.241567243099979
"CG30084-PL",0.397515379602555
"CG30084-PM",0.398367313222064
"CG30084-PN",0.379565077738068
"CG30084-PQ",0.440321685476023
"CG30084-PR",0.356202636662926
"CG30084-PS",0.356202636662926
"CG30084-PT",0.427582677216351
"CG30084-PU",0.427582677216351
"CG30084-PV",0.397515379602555
"CG6889",1.01567258875659e-08
"CG34422-PC",0.241276111243245
"CG34422-PD",0.195923726461879
"CG34411",0.49080050563668
"CG14358",0.415981717540805
"CG18377",0.549408319721221
"CG10147",0.397151822790378
"CG15138-PA",0.220927743191765
"CG15138-PB",0.174572365445474
"CG14919",0.73939041058886
"CG15404",0.316386275882462
"CG15573",1.04957839616294e-08
"CG11089",0.39792980335202
"CG5434",0.316226188502298
"CG43707",1.12852873653625e-08
"CG1903",0.134908180919673
"CG31827",0.60139310241658
"CG10440",1.39799163551496e-08
"CG5996",1.08389468624152e-08
"CG10938",0.307942841428199
"CG4975",0.418567291063266
"CG42610-PE",0.396303582255599
"CG42610-PD",0.396303582255599
"CG42610-PA",0.379562054904942
"CG42610-PB",0.391102043163389
"CG42610-PF",0.396303582255599
"CG42610-PG",0.379562054904942
"CG42610-PH",0.31814901980548
"CG42610-PI",0.31814901980548
"CG42610-PJ",0.31814901980548
"CG16879",0.177389650952442
"CG34401",1.42872799393253e-08
"CG4688",0.815303254445883
"CG8205-PE",0.265961641539411
"CG8205-PB",0.265961641539411
"CG8205-PA",0.208502098326582
"CG8205-PF",0.265961641539411
"CG8205-PD",0.265961641539411
"CG8205-PC",0.208502098326582
"CG8205-PG",0.208502098326582
"CG8205-PH",0.208502098326582
"CG11964",0.176081772743879
"CG7562",0.391846051692977
"CG1718",0.198817395102374
"CG8112",0.366311949633307
"CG4769",0.331820671924851
